folder,filename,tifinagh_char,french_meaning,image_path
03,ww3.png,ⴷ,d,tifinaghdataset\03\ww3.png
03,y3.png,ⴷ,d,tifinaghdataset\03\y3.png
03,z3.png,ⴷ,d,tifinaghdataset\03\z3.png
03,zz3.png,ⴷ,d,tifinaghdataset\03\zz3.png
04,a4.png,ⴻ,e,tifinaghdataset\04\a4.png
04,aa4.png,ⴻ,e,tifinaghdataset\04\aa4.png
04,b4.png,ⴻ,e,tifinaghdataset\04\b4.png
04,ch4.png,ⴻ,e,tifinaghdataset\04\ch4.png
04,d4.png,ⴻ,e,tifinaghdataset\04\d4.png
04,dd4.png,ⴻ,e,tifinaghdataset\04\dd4.png
04,e4.png,ⴻ,e,tifinaghdataset\04\e4.png
04,f4.png,ⴻ,e,tifinaghdataset\04\f4.png
04,g4.png,ⴻ,e,tifinaghdataset\04\g4.png
04,gh4.png,ⴻ,e,tifinaghdataset\04\gh4.png
04,h4.png,ⴻ,e,tifinaghdataset\04\h4.png
04,hh4.png,ⴻ,e,tifinaghdataset\04\hh4.png
04,i4.png,ⴻ,e,tifinaghdataset\04\i4.png
04,j4.png,ⴻ,e,tifinaghdataset\04\j4.png
04,k4.png,ⴻ,e,tifinaghdataset\04\k4.png
04,kh4.png,ⴻ,e,tifinaghdataset\04\kh4.png
04,l4.png,ⴻ,e,tifinaghdataset\04\l4.png
04,m4.png,ⴻ,e,tifinaghdataset\04\m4.png
04,n4.png,ⴻ,e,tifinaghdataset\04\n4.png
04,q4.png,ⴻ,e,tifinaghdataset\04\q4.png
04,r4.png,ⴻ,e,tifinaghdataset\04\r4.png
04,s4.png,ⴻ,e,tifinaghdataset\04\s4.png
04,ss4.png,ⴻ,e,tifinaghdataset\04\ss4.png
04,t4.png,ⴻ,e,tifinaghdataset\04\t4.png
04,tt4.png,ⴻ,e,tifinaghdataset\04\tt4.png
04,u4.png,ⴻ,e,tifinaghdataset\04\u4.png
04,w4.png,ⴻ,e,tifinaghdataset\04\w4.png
04,ww4.png,ⴻ,e,tifinaghdataset\04\ww4.png
04,y4.png,ⴻ,e,tifinaghdataset\04\y4.png
04,z4.png,ⴻ,e,tifinaghdataset\04\z4.png
04,zz4.png,ⴻ,e,tifinaghdataset\04\zz4.png
05,a5.png,ⴼ,f,tifinaghdataset\05\a5.png
05,aa5.png,ⴼ,f,tifinaghdataset\05\aa5.png
05,b5.png,ⴼ,f,tifinaghdataset\05\b5.png
05,ch5.png,ⴼ,f,tifinaghdataset\05\ch5.png
05,d5.png,ⴼ,f,tifinaghdataset\05\d5.png
05,dd5.png,ⴼ,f,tifinaghdataset\05\dd5.png
05,e5.png,ⴼ,f,tifinaghdataset\05\e5.png
05,f5.png,ⴼ,f,tifinaghdataset\05\f5.png
05,g5.png,ⴼ,f,tifinaghdataset\05\g5.png
05,gh5.png,ⴼ,f,tifinaghdataset\05\gh5.png
05,h5.png,ⴼ,f,tifinaghdataset\05\h5.png
05,hh5.png,ⴼ,f,tifinaghdataset\05\hh5.png
05,i5.png,ⴼ,f,tifinaghdataset\05\i5.png
05,j5.png,ⴼ,f,tifinaghdataset\05\j5.png
05,k5.png,ⴼ,f,tifinaghdataset\05\k5.png
05,kh5.png,ⴼ,f,tifinaghdataset\05\kh5.png
05,l5.png,ⴼ,f,tifinaghdataset\05\l5.png
05,m5.png,ⴼ,f,tifinaghdataset\05\m5.png
05,n5.png,ⴼ,f,tifinaghdataset\05\n5.png
05,q5.png,ⴼ,f,tifinaghdataset\05\q5.png
05,r5.png,ⴼ,f,tifinaghdataset\05\r5.png
05,s5.png,ⴼ,f,tifinaghdataset\05\s5.png
05,ss5.png,ⴼ,f,tifinaghdataset\05\ss5.png
05,t5.png,ⴼ,f,tifinaghdataset\05\t5.png
05,tt5.png,ⴼ,f,tifinaghdataset\05\tt5.png
05,u5.png,ⴼ,f,tifinaghdataset\05\u5.png
05,w5.png,ⴼ,f,tifinaghdataset\05\w5.png
05,ww5.png,ⴼ,f,tifinaghdataset\05\ww5.png
05,y5.png,ⴼ,f,tifinaghdataset\05\y5.png
05,z5.png,ⴼ,f,tifinaghdataset\05\z5.png
05,zz5.png,ⴼ,f,tifinaghdataset\05\zz5.png
06,a6.png,ⴳ,g,tifinaghdataset\06\a6.png
06,aa6.png,ⴳ,g,tifinaghdataset\06\aa6.png
06,b6.png,ⴳ,g,tifinaghdataset\06\b6.png
06,ch6.png,ⴳ,g,tifinaghdataset\06\ch6.png
06,d6.png,ⴳ,g,tifinaghdataset\06\d6.png
06,dd6.png,ⴳ,g,tifinaghdataset\06\dd6.png
06,e6.png,ⴳ,g,tifinaghdataset\06\e6.png
06,f6.png,ⴳ,g,tifinaghdataset\06\f6.png
06,g6.png,ⴳ,g,tifinaghdataset\06\g6.png
06,gh6.png,ⴳ,g,tifinaghdataset\06\gh6.png
06,h6.png,ⴳ,g,tifinaghdataset\06\h6.png
06,hh6.png,ⴳ,g,tifinaghdataset\06\hh6.png
06,i6.png,ⴳ,g,tifinaghdataset\06\i6.png
06,j6.png,ⴳ,g,tifinaghdataset\06\j6.png
06,k6.png,ⴳ,g,tifinaghdataset\06\k6.png
06,kh6.png,ⴳ,g,tifinaghdataset\06\kh6.png
06,l6.png,ⴳ,g,tifinaghdataset\06\l6.png
06,m6.png,ⴳ,g,tifinaghdataset\06\m6.png
06,n6.png,ⴳ,g,tifinaghdataset\06\n6.png
06,q6.png,ⴳ,g,tifinaghdataset\06\q6.png
06,r6.png,ⴳ,g,tifinaghdataset\06\r6.png
06,s6.png,ⴳ,g,tifinaghdataset\06\s6.png
06,ss6.png,ⴳ,g,tifinaghdataset\06\ss6.png
06,t6.png,ⴳ,g,tifinaghdataset\06\t6.png
06,tt6.png,ⴳ,g,tifinaghdataset\06\tt6.png
06,u6.png,ⴳ,g,tifinaghdataset\06\u6.png
06,w6.png,ⴳ,g,tifinaghdataset\06\w6.png
06,ww6.png,ⴳ,g,tifinaghdataset\06\ww6.png
06,y6.png,ⴳ,g,tifinaghdataset\06\y6.png
06,z6.png,ⴳ,g,tifinaghdataset\06\z6.png
06,zz6.png,ⴳ,g,tifinaghdataset\06\zz6.png
07,a7.png,ⵀ,h,tifinaghdataset\07\a7.png
07,aa7.png,ⵀ,h,tifinaghdataset\07\aa7.png
07,b7.png,ⵀ,h,tifinaghdataset\07\b7.png
07,ch7.png,ⵀ,h,tifinaghdataset\07\ch7.png
07,d7.png,ⵀ,h,tifinaghdataset\07\d7.png
07,dd7.png,ⵀ,h,tifinaghdataset\07\dd7.png
07,e7.png,ⵀ,h,tifinaghdataset\07\e7.png
07,f7.png,ⵀ,h,tifinaghdataset\07\f7.png
07,g7.png,ⵀ,h,tifinaghdataset\07\g7.png
07,gh7.png,ⵀ,h,tifinaghdataset\07\gh7.png
07,h7.png,ⵀ,h,tifinaghdataset\07\h7.png
07,hh7.png,ⵀ,h,tifinaghdataset\07\hh7.png
07,i7.png,ⵀ,h,tifinaghdataset\07\i7.png
07,j7.png,ⵀ,h,tifinaghdataset\07\j7.png
07,k7.png,ⵀ,h,tifinaghdataset\07\k7.png
07,kh7.png,ⵀ,h,tifinaghdataset\07\kh7.png
07,l7.png,ⵀ,h,tifinaghdataset\07\l7.png
07,m7.png,ⵀ,h,tifinaghdataset\07\m7.png
07,n7.png,ⵀ,h,tifinaghdataset\07\n7.png
07,q7.png,ⵀ,h,tifinaghdataset\07\q7.png
07,r7.png,ⵀ,h,tifinaghdataset\07\r7.png
07,s7.png,ⵀ,h,tifinaghdataset\07\s7.png
07,ss7.png,ⵀ,h,tifinaghdataset\07\ss7.png
07,t7.png,ⵀ,h,tifinaghdataset\07\t7.png
07,tt7.png,ⵀ,h,tifinaghdataset\07\tt7.png
07,u7.png,ⵀ,h,tifinaghdataset\07\u7.png
07,w7.png,ⵀ,h,tifinaghdataset\07\w7.png
07,ww7.png,ⵀ,h,tifinaghdataset\07\ww7.png
07,y7.png,ⵀ,h,tifinaghdataset\07\y7.png
07,z7.png,ⵀ,h,tifinaghdataset\07\z7.png
07,zz7.png,ⵀ,h,tifinaghdataset\07\zz7.png
08,a8.png,ⵉ,i,tifinaghdataset\08\a8.png
08,aa8.png,ⵉ,i,tifinaghdataset\08\aa8.png
08,b8.png,ⵉ,i,tifinaghdataset\08\b8.png
08,ch8.png,ⵉ,i,tifinaghdataset\08\ch8.png
08,d8.png,ⵉ,i,tifinaghdataset\08\d8.png
08,dd8.png,ⵉ,i,tifinaghdataset\08\dd8.png
08,e8.png,ⵉ,i,tifinaghdataset\08\e8.png
08,f8.png,ⵉ,i,tifinaghdataset\08\f8.png
08,g8.png,ⵉ,i,tifinaghdataset\08\g8.png
08,gh8.png,ⵉ,i,tifinaghdataset\08\gh8.png
08,h8.png,ⵉ,i,tifinaghdataset\08\h8.png
08,hh8.png,ⵉ,i,tifinaghdataset\08\hh8.png
08,i8.png,ⵉ,i,tifinaghdataset\08\i8.png
08,j8.png,ⵉ,i,tifinaghdataset\08\j8.png
08,k8.png,ⵉ,i,tifinaghdataset\08\k8.png
08,kh8.png,ⵉ,i,tifinaghdataset\08\kh8.png
08,l8.png,ⵉ,i,tifinaghdataset\08\l8.png
08,m8.png,ⵉ,i,tifinaghdataset\08\m8.png
08,n8.png,ⵉ,i,tifinaghdataset\08\n8.png
08,q8.png,ⵉ,i,tifinaghdataset\08\q8.png
08,r8.png,ⵉ,i,tifinaghdataset\08\r8.png
08,s8.png,ⵉ,i,tifinaghdataset\08\s8.png
08,ss8.png,ⵉ,i,tifinaghdataset\08\ss8.png
08,t8.png,ⵉ,i,tifinaghdataset\08\t8.png
08,tt8.png,ⵉ,i,tifinaghdataset\08\tt8.png
08,u8.png,ⵉ,i,tifinaghdataset\08\u8.png
08,w8.png,ⵉ,i,tifinaghdataset\08\w8.png
08,ww8.png,ⵉ,i,tifinaghdataset\08\ww8.png
08,y8.png,ⵉ,i,tifinaghdataset\08\y8.png
08,z8.png,ⵉ,i,tifinaghdataset\08\z8.png
08,zz8.png,ⵉ,i,tifinaghdataset\08\zz8.png
09,a9.png,ⵊ,j,tifinaghdataset\09\a9.png
09,aa9.png,ⵊ,j,tifinaghdataset\09\aa9.png
09,b9.png,ⵊ,j,tifinaghdataset\09\b9.png
09,ch9.png,ⵊ,j,tifinaghdataset\09\ch9.png
09,d9.png,ⵊ,j,tifinaghdataset\09\d9.png
09,dd9.png,ⵊ,j,tifinaghdataset\09\dd9.png
09,e9.png,ⵊ,j,tifinaghdataset\09\e9.png
09,f9.png,ⵊ,j,tifinaghdataset\09\f9.png
09,g9.png,ⵊ,j,tifinaghdataset\09\g9.png
09,gh9.png,ⵊ,j,tifinaghdataset\09\gh9.png
09,h9.png,ⵊ,j,tifinaghdataset\09\h9.png
09,hh9.png,ⵊ,j,tifinaghdataset\09\hh9.png
09,i9.png,ⵊ,j,tifinaghdataset\09\i9.png
09,j9.png,ⵊ,j,tifinaghdataset\09\j9.png
09,k9.png,ⵊ,j,tifinaghdataset\09\k9.png
09,kh9.png,ⵊ,j,tifinaghdataset\09\kh9.png
09,l9.png,ⵊ,j,tifinaghdataset\09\l9.png
09,m9.png,ⵊ,j,tifinaghdataset\09\m9.png
09,n9.png,ⵊ,j,tifinaghdataset\09\n9.png
09,q9.png,ⵊ,j,tifinaghdataset\09\q9.png
09,r9.png,ⵊ,j,tifinaghdataset\09\r9.png
09,s9.png,ⵊ,j,tifinaghdataset\09\s9.png
09,ss9.png,ⵊ,j,tifinaghdataset\09\ss9.png
09,t9.png,ⵊ,j,tifinaghdataset\09\t9.png
09,tt9.png,ⵊ,j,tifinaghdataset\09\tt9.png
09,u9.png,ⵊ,j,tifinaghdataset\09\u9.png
09,w9.png,ⵊ,j,tifinaghdataset\09\w9.png
09,ww9.png,ⵊ,j,tifinaghdataset\09\ww9.png
09,y9.png,ⵊ,j,tifinaghdataset\09\y9.png
09,z9.png,ⵊ,j,tifinaghdataset\09\z9.png
09,zz9.png,ⵊ,j,tifinaghdataset\09\zz9.png
10,a10.png,ⴽ,k,tifinaghdataset\10\a10.png
10,aa10.png,ⴽ,k,tifinaghdataset\10\aa10.png
10,b10.png,ⴽ,k,tifinaghdataset\10\b10.png
10,ch10.png,ⴽ,k,tifinaghdataset\10\ch10.png
10,d10.png,ⴽ,k,tifinaghdataset\10\d10.png
10,dd10.png,ⴽ,k,tifinaghdataset\10\dd10.png
10,e10.png,ⴽ,k,tifinaghdataset\10\e10.png
10,f10.png,ⴽ,k,tifinaghdataset\10\f10.png
10,g10.png,ⴽ,k,tifinaghdataset\10\g10.png
10,gh10.png,ⴽ,k,tifinaghdataset\10\gh10.png
10,h10.png,ⴽ,k,tifinaghdataset\10\h10.png
10,hh10.png,ⴽ,k,tifinaghdataset\10\hh10.png
10,i10.png,ⴽ,k,tifinaghdataset\10\i10.png
10,j10.png,ⴽ,k,tifinaghdataset\10\j10.png
10,k10.png,ⴽ,k,tifinaghdataset\10\k10.png
10,kh10.png,ⴽ,k,tifinaghdataset\10\kh10.png
10,l10.png,ⴽ,k,tifinaghdataset\10\l10.png
10,m10.png,ⴽ,k,tifinaghdataset\10\m10.png
10,n10.png,ⴽ,k,tifinaghdataset\10\n10.png
10,q10.png,ⴽ,k,tifinaghdataset\10\q10.png
10,r10.png,ⴽ,k,tifinaghdataset\10\r10.png
10,s10.png,ⴽ,k,tifinaghdataset\10\s10.png
10,ss10.png,ⴽ,k,tifinaghdataset\10\ss10.png
10,t10.png,ⴽ,k,tifinaghdataset\10\t10.png
10,tt10.png,ⴽ,k,tifinaghdataset\10\tt10.png
10,u10.png,ⴽ,k,tifinaghdataset\10\u10.png
10,w10.png,ⴽ,k,tifinaghdataset\10\w10.png
10,ww10.png,ⴽ,k,tifinaghdataset\10\ww10.png
10,y10.png,ⴽ,k,tifinaghdataset\10\y10.png
10,z10.png,ⴽ,k,tifinaghdataset\10\z10.png
10,zz10.png,ⴽ,k,tifinaghdataset\10\zz10.png
11,a11.png,ⵍ,l,tifinaghdataset\11\a11.png
11,aa11.png,ⵍ,l,tifinaghdataset\11\aa11.png
11,b11.png,ⵍ,l,tifinaghdataset\11\b11.png
11,ch11.png,ⵍ,l,tifinaghdataset\11\ch11.png
11,d11.png,ⵍ,l,tifinaghdataset\11\d11.png
11,dd11.png,ⵍ,l,tifinaghdataset\11\dd11.png
11,e11.png,ⵍ,l,tifinaghdataset\11\e11.png
11,f11.png,ⵍ,l,tifinaghdataset\11\f11.png
11,g11.png,ⵍ,l,tifinaghdataset\11\g11.png
11,gh11.png,ⵍ,l,tifinaghdataset\11\gh11.png
11,h11.png,ⵍ,l,tifinaghdataset\11\h11.png
11,hh11.png,ⵍ,l,tifinaghdataset\11\hh11.png
11,i11.png,ⵍ,l,tifinaghdataset\11\i11.png
11,j11.png,ⵍ,l,tifinaghdataset\11\j11.png
11,k11.png,ⵍ,l,tifinaghdataset\11\k11.png
11,kh11.png,ⵍ,l,tifinaghdataset\11\kh11.png
11,l11.png,ⵍ,l,tifinaghdataset\11\l11.png
11,m11.png,ⵍ,l,tifinaghdataset\11\m11.png
11,n11.png,ⵍ,l,tifinaghdataset\11\n11.png
11,q11.png,ⵍ,l,tifinaghdataset\11\q11.png
11,r11.png,ⵍ,l,tifinaghdataset\11\r11.png
11,s11.png,ⵍ,l,tifinaghdataset\11\s11.png
11,ss11.png,ⵍ,l,tifinaghdataset\11\ss11.png
11,t11.png,ⵍ,l,tifinaghdataset\11\t11.png
11,tt11.png,ⵍ,l,tifinaghdataset\11\tt11.png
11,u11.png,ⵍ,l,tifinaghdataset\11\u11.png
11,w11.png,ⵍ,l,tifinaghdataset\11\w11.png
11,ww11.png,ⵍ,l,tifinaghdataset\11\ww11.png
11,y11.png,ⵍ,l,tifinaghdataset\11\y11.png
11,z11.png,ⵍ,l,tifinaghdataset\11\z11.png
11,zz11.png,ⵍ,l,tifinaghdataset\11\zz11.png
12,a12.png,ⵎ,m,tifinaghdataset\12\a12.png
12,aa12.png,ⵎ,m,tifinaghdataset\12\aa12.png
12,b12.png,ⵎ,m,tifinaghdataset\12\b12.png
12,ch12.png,ⵎ,m,tifinaghdataset\12\ch12.png
12,d12.png,ⵎ,m,tifinaghdataset\12\d12.png
12,dd12.png,ⵎ,m,tifinaghdataset\12\dd12.png
12,e12.png,ⵎ,m,tifinaghdataset\12\e12.png
12,f12.png,ⵎ,m,tifinaghdataset\12\f12.png
12,g12.png,ⵎ,m,tifinaghdataset\12\g12.png
12,gh12.png,ⵎ,m,tifinaghdataset\12\gh12.png
12,h12.png,ⵎ,m,tifinaghdataset\12\h12.png
12,hh12.png,ⵎ,m,tifinaghdataset\12\hh12.png
12,i12.png,ⵎ,m,tifinaghdataset\12\i12.png
12,j12.png,ⵎ,m,tifinaghdataset\12\j12.png
12,k12.png,ⵎ,m,tifinaghdataset\12\k12.png
12,kh12.png,ⵎ,m,tifinaghdataset\12\kh12.png
12,l12.png,ⵎ,m,tifinaghdataset\12\l12.png
12,m12.png,ⵎ,m,tifinaghdataset\12\m12.png
12,n12.png,ⵎ,m,tifinaghdataset\12\n12.png
12,q12.png,ⵎ,m,tifinaghdataset\12\q12.png
12,r12.png,ⵎ,m,tifinaghdataset\12\r12.png
12,s12.png,ⵎ,m,tifinaghdataset\12\s12.png
12,ss12.png,ⵎ,m,tifinaghdataset\12\ss12.png
12,t12.png,ⵎ,m,tifinaghdataset\12\t12.png
12,tt12.png,ⵎ,m,tifinaghdataset\12\tt12.png
12,u12.png,ⵎ,m,tifinaghdataset\12\u12.png
12,w12.png,ⵎ,m,tifinaghdataset\12\w12.png
12,ww12.png,ⵎ,m,tifinaghdataset\12\ww12.png
12,y12.png,ⵎ,m,tifinaghdataset\12\y12.png
12,z12.png,ⵎ,m,tifinaghdataset\12\z12.png
12,zz12.png,ⵎ,m,tifinaghdataset\12\zz12.png
13,a13.png,ⵏ,n,tifinaghdataset\13\a13.png
13,aa13.png,ⵏ,n,tifinaghdataset\13\aa13.png
13,b13.png,ⵏ,n,tifinaghdataset\13\b13.png
13,ch13.png,ⵏ,n,tifinaghdataset\13\ch13.png
13,d13.png,ⵏ,n,tifinaghdataset\13\d13.png
13,dd13.png,ⵏ,n,tifinaghdataset\13\dd13.png
13,e13.png,ⵏ,n,tifinaghdataset\13\e13.png
13,f13.png,ⵏ,n,tifinaghdataset\13\f13.png
13,g13.png,ⵏ,n,tifinaghdataset\13\g13.png
13,gh13.png,ⵏ,n,tifinaghdataset\13\gh13.png
13,h13.png,ⵏ,n,tifinaghdataset\13\h13.png
13,hh13.png,ⵏ,n,tifinaghdataset\13\hh13.png
13,i13.png,ⵏ,n,tifinaghdataset\13\i13.png
13,j13.png,ⵏ,n,tifinaghdataset\13\j13.png
13,k13.png,ⵏ,n,tifinaghdataset\13\k13.png
13,kh13.png,ⵏ,n,tifinaghdataset\13\kh13.png
13,l13.png,ⵏ,n,tifinaghdataset\13\l13.png
13,m13.png,ⵏ,n,tifinaghdataset\13\m13.png
13,n13.png,ⵏ,n,tifinaghdataset\13\n13.png
13,q13.png,ⵏ,n,tifinaghdataset\13\q13.png
13,r13.png,ⵏ,n,tifinaghdataset\13\r13.png
13,s13.png,ⵏ,n,tifinaghdataset\13\s13.png
13,ss13.png,ⵏ,n,tifinaghdataset\13\ss13.png
13,t13.png,ⵏ,n,tifinaghdataset\13\t13.png
13,tt13.png,ⵏ,n,tifinaghdataset\13\tt13.png
13,u13.png,ⵏ,n,tifinaghdataset\13\u13.png
13,w13.png,ⵏ,n,tifinaghdataset\13\w13.png
13,ww13.png,ⵏ,n,tifinaghdataset\13\ww13.png
13,y13.png,ⵏ,n,tifinaghdataset\13\y13.png
13,z13.png,ⵏ,n,tifinaghdataset\13\z13.png
13,zz13.png,ⵏ,n,tifinaghdataset\13\zz13.png
14,a14.png,ⵇ,q,tifinaghdataset\14\a14.png
14,aa14.png,ⵇ,q,tifinaghdataset\14\aa14.png
14,b14.png,ⵇ,q,tifinaghdataset\14\b14.png
14,ch14.png,ⵇ,q,tifinaghdataset\14\ch14.png
14,d14.png,ⵇ,q,tifinaghdataset\14\d14.png
14,dd14.png,ⵇ,q,tifinaghdataset\14\dd14.png
14,e14.png,ⵇ,q,tifinaghdataset\14\e14.png
